Player,TEAM,POS,G,SACK,SACK_mean,INT,INT_mean,FR,FR_mean,FF,FF_mean,SFTY,SFTY_mean,D_TD,D_TD_mean,ST_TD,ST_TD_mean,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Chicago Bears,CHI,DST,16,50,3.12,27,1.69,9,0.56,17,1.06,1,0.06,6,0.38,0,0.0,190.0,11.88,12.5,6.34,11.63,0,4,3,2,7,1.29,0.78,11.67,190.0,11.88,12.5,6.34,11.63,0,4,3,2,7,1.29,0.78,11.67,190.0,11.88,12.5,6.34,11.63,0,4,3,2,7,1.29,0.78,11.67
Houston Texans,HOU,DST,16,43,2.69,15,0.94,14,0.88,19,1.19,0,0.0,4,0.25,0,0.0,147.0,9.19,7.5,5.49,9.33,3,3,3,2,5,0.78,0.45,8.1,147.0,9.19,7.5,5.49,9.33,2,5,2,1,6,0.78,0.6,8.24,147.0,9.19,7.5,5.49,9.33,3,4,2,1,6,0.78,0.6,8.24
Los Angeles Rams,LAR,DST,16,41,2.56,18,1.12,12,0.75,12,0.75,2,0.12,4,0.25,0,0.0,149.0,9.31,8.0,7.12,8.86,3,3,3,2,5,0.78,0.45,8.11,149.0,9.31,8.0,7.12,8.86,3,3,3,3,4,0.78,0.33,7.99,149.0,9.31,8.0,7.12,8.86,3,3,3,2,5,0.78,0.45,8.11
New England Patriots,NE,DST,16,30,1.88,18,1.12,10,0.62,12,0.75,0,0.0,2,0.12,2,0.12,131.0,8.19,7.5,6.25,8.05,4,2,3,5,2,0.78,0.14,7.24,131.0,8.19,7.5,6.25,8.05,5,1,4,4,2,0.6,0.14,7.09,131.0,8.19,7.5,6.25,8.05,4,2,3,5,2,0.78,0.14,7.24
New Orleans Saints,NO,DST,16,49,3.06,12,0.75,12,0.75,19,1.19,0,0.0,1,0.06,0,0.0,110.0,6.88,8.0,6.31,6.74,5,2,3,2,4,0.6,0.33,6.99,110.0,6.88,8.0,6.31,6.74,5,1,4,2,4,0.6,0.33,6.99,110.0,6.88,8.0,6.31,6.74,5,1,4,3,3,0.6,0.23,6.87
Minnesota Vikings,MIN,DST,16,50,3.12,12,0.75,8,0.5,7,0.44,0,0.0,3,0.19,0,0.0,125.0,7.81,7.0,6.76,7.53,6,1,3,3,3,0.6,0.23,6.79,125.0,7.81,7.0,6.76,7.53,5,2,3,3,3,0.6,0.23,6.79,125.0,7.81,7.0,6.76,7.53,6,1,3,4,2,0.6,0.14,6.68
Kansas City Chiefs,KC,DST,16,52,3.25,15,0.94,12,0.75,21,1.31,0,0.0,4,0.25,1,0.06,125.0,7.81,7.0,7.43,7.35,5,2,3,3,3,0.6,0.23,6.72,125.0,7.81,7.0,7.43,7.35,6,1,3,3,3,0.6,0.23,6.72,125.0,7.81,7.0,7.43,7.35,5,2,3,3,3,0.6,0.23,6.72
Indianapolis Colts,IND,DST,16,38,2.38,15,0.94,11,0.69,14,0.88,0,0.0,0,0.0,0,0.0,118.0,7.38,6.5,5.67,7.43,6,2,1,4,3,0.78,0.23,6.7,118.0,7.38,6.5,5.67,7.43,6,2,1,4,3,0.78,0.23,6.7,118.0,7.38,6.5,5.67,7.43,6,2,1,5,2,0.78,0.14,6.59
Washington Commanders,WAS,DST,16,46,2.88,15,0.94,11,0.69,18,1.12,0,0.0,1,0.06,0,0.0,120.0,7.5,6.0,5.79,7.52,5,3,2,2,4,0.6,0.33,6.5,120.0,7.5,6.0,5.79,7.52,6,2,2,1,5,0.6,0.45,6.62,120.0,7.5,6.0,5.79,7.52,5,3,2,1,5,0.6,0.45,6.62
Seattle Seahawks,SEA,DST,16,43,2.69,12,0.75,14,0.88,16,1.0,0,0.0,2,0.12,0,0.0,123.0,7.69,6.0,5.68,7.74,5,3,2,2,4,0.6,0.33,6.59,123.0,7.69,6.0,5.68,7.74,4,4,2,2,4,0.6,0.33,6.59,123.0,7.69,6.0,5.68,7.74,5,3,2,2,4,0.6,0.33,6.59
Tennessee Titans,TEN,DST,16,39,2.44,11,0.69,6,0.38,10,0.62,0,0.0,2,0.12,1,0.06,113.0,7.06,7.0,5.0,7.34,4,3,3,4,2,0.6,0.14,6.61,113.0,7.06,7.0,5.0,7.34,4,2,4,5,1,0.6,0.07,6.51,113.0,7.06,7.0,5.0,7.34,4,2,4,4,2,0.6,0.14,6.61
Baltimore Ravens,BAL,DST,16,43,2.69,12,0.75,5,0.31,8,0.5,0,0.0,3,0.19,1,0.06,126.0,7.88,6.0,7.47,7.4,5,3,2,2,4,0.6,0.33,6.45,126.0,7.88,6.0,7.47,7.4,5,2,3,2,4,0.6,0.33,6.45,126.0,7.88,6.0,7.47,7.4,5,1,4,2,4,0.6,0.33,6.45
Pittsburgh Steelers,PIT,DST,16,52,3.25,8,0.5,7,0.44,11,0.69,2,0.12,3,0.19,0,0.0,113.0,7.06,6.5,5.21,7.26,5,3,2,3,3,0.6,0.23,6.48,113.0,7.06,6.5,5.21,7.26,7,1,3,2,3,0.45,0.23,6.35,113.0,7.06,6.5,5.21,7.26,6,2,3,2,3,0.45,0.23,6.35
Denver Broncos,DEN,DST,16,44,2.75,17,1.06,10,0.62,13,0.81,0,0.0,2,0.12,0,0.0,126.0,7.88,6.5,7.45,7.41,5,3,3,3,2,0.45,0.14,6.3,126.0,7.88,6.5,7.45,7.41,5,3,3,3,2,0.45,0.14,6.3,126.0,7.88,6.5,7.45,7.41,5,3,3,3,2,0.45,0.14,6.3
Jacksonville Jaguars,JAC,DST,16,37,2.31,11,0.69,6,0.38,6,0.38,2,0.12,2,0.12,1,0.06,109.0,6.81,6.0,5.47,6.92,6,2,2,4,2,0.6,0.14,6.04,109.0,6.81,6.0,5.47,6.92,5,3,2,3,3,0.6,0.23,6.15,109.0,6.81,6.0,5.47,6.92,5,3,2,3,3,0.6,0.23,6.15
Buffalo Bills,BUF,DST,16,36,2.25,16,1.0,11,0.69,18,1.12,1,0.06,1,0.06,0,0.0,107.0,6.69,5.5,5.77,6.71,6,2,3,2,3,0.45,0.23,5.72,107.0,6.69,5.5,5.77,6.71,6,2,3,2,3,0.45,0.23,5.72,107.0,6.69,5.5,5.77,6.71,6,2,3,2,3,0.45,0.23,5.72
Miami Dolphins,MIA,DST,16,31,1.94,21,1.31,7,0.44,10,0.62,0,0.0,3,0.19,2,0.12,106.0,6.62,6.5,6.62,6.42,4,3,5,2,2,0.33,0.14,5.77,106.0,6.62,6.5,6.62,6.42,5,2,5,3,1,0.33,0.07,5.68,106.0,6.62,6.5,6.62,6.42,5,2,5,2,2,0.33,0.14,5.77
Los Angeles Chargers,LAC,DST,16,38,2.38,13,0.81,7,0.44,5,0.31,0,0.0,2,0.12,1,0.06,109.0,6.81,5.5,6.04,6.75,6,3,1,5,1,0.6,0.07,5.67,109.0,6.81,5.5,6.04,6.75,6,3,1,5,1,0.6,0.07,5.67,109.0,6.81,5.5,6.04,6.75,6,3,1,5,1,0.6,0.07,5.67
Dallas Cowboys,DAL,DST,16,39,2.44,9,0.56,11,0.69,14,0.88,0,0.0,1,0.06,0,0.0,98.0,6.12,6.0,3.88,6.78,5,3,4,3,1,0.33,0.07,5.62,98.0,6.12,6.0,3.88,6.78,6,3,3,3,1,0.33,0.07,5.62,98.0,6.12,6.0,3.88,6.78,5,3,4,3,1,0.33,0.07,5.62
New York Jets,NYJ,DST,16,39,2.44,13,0.81,7,0.44,12,0.75,0,0.0,3,0.19,2,0.12,94.0,5.88,6.0,6.3,5.76,7,1,3,3,2,0.45,0.14,5.44,94.0,5.88,6.0,6.3,5.76,6,2,2,4,2,0.6,0.14,5.58,94.0,5.88,6.0,6.3,5.76,7,1,3,2,3,0.45,0.23,5.55
Cleveland Browns,CLE,DST,16,37,2.31,17,1.06,14,0.88,16,1.0,1,0.06,0,0.0,0,0.0,100.0,6.25,5.5,4.58,6.64,5,3,4,2,2,0.33,0.14,5.46,100.0,6.25,5.5,4.58,6.64,6,2,4,2,2,0.33,0.14,5.46,100.0,6.25,5.5,4.58,6.64,5,3,4,2,2,0.33,0.14,5.46
Philadelphia Eagles,PHI,DST,16,44,2.75,10,0.62,7,0.44,12,0.75,0,0.0,0,0.0,0,0.0,97.0,6.06,5.5,4.39,6.51,6,3,3,3,1,0.33,0.07,5.31,97.0,6.06,5.5,4.39,6.51,4,5,2,4,1,0.45,0.07,5.44,97.0,6.06,5.5,4.39,6.51,6,3,3,3,1,0.33,0.07,5.31
Detroit Lions,DET,DST,16,43,2.69,7,0.44,7,0.44,9,0.56,0,0.0,2,0.12,0,0.0,100.0,6.25,5.5,4.88,6.54,6,3,3,2,2,0.33,0.14,5.42,100.0,6.25,5.5,4.88,6.54,6,4,3,1,2,0.23,0.14,5.31,100.0,6.25,5.5,4.88,6.54,5,5,2,2,2,0.33,0.14,5.42
Carolina Panthers,CAR,DST,16,35,2.19,13,0.81,9,0.56,13,0.81,0,0.0,1,0.06,0,0.0,90.0,5.62,5.5,4.21,6.1,5,5,2,4,0,0.33,0.0,5.06,90.0,5.62,5.5,4.21,6.1,5,5,2,4,0,0.33,0.0,5.06,90.0,5.62,5.5,4.21,6.1,5,5,1,5,0,0.45,0.0,5.18
Arizona Cardinals,ARI,DST,16,49,3.06,7,0.44,9,0.56,13,0.81,0,0.0,2,0.12,0,0.0,101.0,6.31,4.5,5.62,6.37,7,4,2,0,3,0.23,0.23,4.95,101.0,6.31,4.5,5.62,6.37,8,3,2,0,3,0.23,0.23,4.95,101.0,6.31,4.5,5.62,6.37,8,3,2,0,3,0.23,0.23,4.95
Green Bay Packers,GB,DST,16,43,2.69,7,0.44,8,0.5,9,0.56,0,0.0,1,0.06,0,0.0,92.0,5.75,3.5,6.44,5.61,9,1,2,1,3,0.33,0.23,4.36,92.0,5.75,3.5,6.44,5.61,9,1,2,1,3,0.33,0.23,4.36,92.0,5.75,3.5,6.44,5.61,8,3,1,2,2,0.33,0.14,4.25
Cincinnati Bengals,CIN,DST,16,34,2.12,12,0.75,6,0.38,9,0.56,0,0.0,5,0.31,0,0.0,85.0,5.31,3.0,7.82,4.94,9,1,0,4,2,0.6,0.14,4.05,85.0,5.31,3.0,7.82,4.94,8,2,0,4,2,0.6,0.14,4.05,85.0,5.31,3.0,7.82,4.94,9,1,0,4,2,0.6,0.14,4.05
New York Giants,NYG,DST,16,30,1.88,16,1.0,5,0.31,9,0.56,0,0.0,3,0.19,0,0.0,84.0,5.25,3.5,5.51,5.33,10,2,1,1,2,0.23,0.14,4.02,84.0,5.25,3.5,5.51,5.33,9,3,1,1,2,0.23,0.14,4.02,84.0,5.25,3.5,5.51,5.33,10,2,1,1,2,0.23,0.14,4.02
Atlanta Falcons,ATL,DST,16,37,2.31,15,0.94,4,0.25,8,0.5,0,0.0,2,0.12,0,0.0,80.0,5.0,3.5,5.84,5.0,9,3,1,1,2,0.23,0.14,3.89,80.0,5.0,3.5,5.84,5.0,8,4,1,1,2,0.23,0.14,3.89,80.0,5.0,3.5,5.84,5.0,9,2,2,1,2,0.23,0.14,3.89
Tampa Bay Buccaneers,TB,DST,16,38,2.38,9,0.56,8,0.5,11,0.69,0,0.0,2,0.12,0,0.0,68.0,4.25,4.0,4.51,4.53,8,2,4,2,0,0.14,0.0,3.61,68.0,4.25,4.0,4.51,4.53,8,2,4,2,0,0.14,0.0,3.61,68.0,4.25,4.0,4.51,4.53,8,2,4,2,0,0.14,0.0,3.61
San Francisco 49ers,SF,DST,16,37,2.31,2,0.12,5,0.31,9,0.56,1,0.06,1,0.06,1,0.06,52.0,3.25,2.5,5.11,3.36,11,0,3,1,1,0.14,0.07,2.63,52.0,3.25,2.5,5.11,3.36,11,0,2,2,1,0.23,0.07,2.74,52.0,3.25,2.5,5.11,3.36,11,1,2,1,1,0.14,0.07,2.63
Las Vegas Raiders,LV,DST,16,13,0.81,14,0.88,3,0.19,5,0.31,0,0.0,1,0.06,1,0.06,40.0,2.5,2.5,3.61,2.82,12,2,1,1,0,0.07,0.0,2.22,40.0,2.5,2.5,3.61,2.82,13,1,1,1,0,0.07,0.0,2.22,40.0,2.5,2.5,3.61,2.82,12,3,0,1,0,0.07,0.0,2.22
