Player,TEAM,POS,G,SACK,SACK_mean,INT,INT_mean,FR,FR_mean,FF,FF_mean,SFTY,SFTY_mean,D_TD,D_TD_mean,ST_TD,ST_TD_mean,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Dallas Cowboys,DAL,DST,16.76,39.0,2.32,22.05,1.3,8.86,0.53,13.0,0.77,0.0,0.0,5.0,0.29,2.48,0.15,160.52,9.51,6.88,7.1,9.02,4.33,1.9,3.29,1.24,6.0,0.78,0.58,7.84,160.52,9.51,6.88,7.1,9.02,4.14,2.1,3.29,1.24,6.0,0.78,0.58,7.84,160.52,9.51,6.88,7.1,9.02,4.14,1.9,3.48,1.24,6.0,0.78,0.58,7.84,3,9.8,166.66,1.0
New England Patriots,NE,DST,16.76,34.24,2.04,22.14,1.32,6.62,0.39,10.0,0.6,0.05,0.0,2.9,0.17,0.48,0.03,152.0,9.05,7.64,7.98,8.36,5.43,2.38,1.62,2.76,4.57,0.82,0.39,7.72,152.0,9.05,7.64,7.98,8.36,5.48,2.52,1.43,2.76,4.57,0.82,0.39,7.72,152.0,9.05,7.64,7.98,8.36,5.67,2.14,1.62,3.52,3.81,0.82,0.31,7.62,3,8.01,136.23,10.0
Indianapolis Colts,IND,DST,16.76,34.71,2.08,18.05,1.08,12.95,0.77,15.67,0.93,1.43,0.09,1.57,0.1,2.0,0.12,138.81,8.29,7.5,5.47,8.44,4.38,2.95,1.95,3.43,4.05,0.87,0.33,7.65,138.81,8.29,7.5,5.47,8.44,4.43,1.95,2.9,3.62,3.86,0.87,0.3,7.63,138.81,8.29,7.5,5.47,8.44,4.33,3.0,1.95,3.43,4.05,0.87,0.33,7.65,3,9.62,163.51,2.0
Buffalo Bills,BUF,DST,16.76,41.33,2.47,18.0,1.07,10.9,0.65,11.0,0.66,0.05,0.0,1.33,0.08,0.24,0.01,144.05,8.58,7.67,6.96,8.22,4.48,1.52,3.9,3.0,3.86,0.7,0.3,7.5,144.05,8.58,7.67,6.96,8.22,4.52,1.29,4.1,3.0,3.86,0.7,0.3,7.5,144.05,8.58,7.67,6.96,8.22,4.52,1.29,4.1,3.0,3.86,0.7,0.3,7.5,3,8.99,152.87,4.0
Miami Dolphins,MIA,DST,16.76,45.48,2.7,14.71,0.88,11.95,0.71,13.76,0.82,0.05,0.0,4.24,0.25,1.0,0.06,147.33,8.78,6.31,7.75,8.16,6.71,1.9,0.24,3.14,4.76,0.93,0.41,7.21,147.33,8.78,6.31,7.75,8.16,6.67,1.95,0.24,2.95,4.95,0.93,0.43,7.24,147.33,8.78,6.31,7.75,8.16,6.71,1.52,0.62,3.14,4.76,0.93,0.41,7.21,3,8.22,139.68,9.0
New Orleans Saints,NO,DST,16.76,46.05,2.75,17.76,1.06,7.33,0.44,10.76,0.64,0.24,0.01,1.86,0.11,0.05,0.0,141.29,8.43,6.17,6.05,8.36,4.86,2.9,2.19,1.67,5.14,0.68,0.45,7.1,141.29,8.43,6.17,6.05,8.36,4.29,4.24,1.43,1.67,5.14,0.68,0.45,7.1,141.29,8.43,6.17,6.05,8.36,4.86,2.9,2.19,1.67,5.14,0.68,0.45,7.1,3,7.52,127.91,15.0
Los Angeles Rams,LAR,DST,16.76,50.57,3.02,17.76,1.06,6.62,0.39,12.81,0.76,0.24,0.01,0.95,0.06,0.76,0.05,127.9,7.66,7.48,4.78,8.04,3.57,1.38,6.24,2.71,2.86,0.53,0.23,7.09,127.9,7.66,7.48,4.78,8.04,3.57,1.38,6.24,2.71,2.86,0.53,0.23,7.09,127.9,7.66,7.48,4.78,8.04,3.57,1.57,6.0,3.52,2.1,0.54,0.18,7.03,3,9.48,161.21,3.0
Tampa Bay Buccaneers,TB,DST,16.76,47.19,2.81,16.38,0.98,11.81,0.71,15.24,0.91,0.19,0.01,2.0,0.12,0.0,0.0,136.48,8.13,6.81,6.13,8.03,4.62,3.0,2.52,3.52,3.1,0.66,0.23,6.96,136.48,8.13,6.81,6.13,8.03,4.62,3.0,2.52,3.33,3.29,0.66,0.24,6.98,136.48,8.13,6.81,6.13,8.03,4.62,2.24,3.29,3.52,3.1,0.66,0.23,6.96,3,7.87,133.83,12.0
San Francisco 49ers,SF,DST,16.76,44.57,2.65,9.71,0.58,10.62,0.64,19.1,1.14,0.0,0.0,1.95,0.12,0.0,0.0,114.81,6.84,7.45,4.61,7.31,4.62,3.24,1.48,6.0,1.43,0.81,0.1,6.89,114.81,6.84,7.45,4.61,7.31,4.38,2.71,2.24,5.81,1.62,0.81,0.12,6.91,114.81,6.84,7.45,4.61,7.31,4.38,3.67,1.29,6.0,1.43,0.81,0.1,6.89,3,8.36,142.08,8.0
Kansas City Chiefs,KC,DST,16.76,31.86,1.9,15.24,0.91,12.14,0.72,16.38,0.97,0.19,0.01,3.57,0.21,0.43,0.03,127.43,7.6,6.71,6.65,7.36,5.9,1.86,3.1,2.9,3.0,0.55,0.21,6.54,127.43,7.6,6.71,6.65,7.36,5.9,1.29,3.67,2.95,2.95,0.55,0.21,6.53,127.43,7.6,6.71,6.65,7.36,5.9,2.24,2.71,2.95,2.95,0.55,0.21,6.53,3,8.4,142.75,6.0
Pittsburgh Steelers,PIT,DST,16.95,55.14,3.26,14.29,0.84,9.43,0.56,15.38,0.91,0.19,0.01,0.71,0.04,0.81,0.05,121.38,7.17,5.88,5.67,7.22,5.43,2.57,2.19,3.05,3.71,0.71,0.29,6.36,121.38,7.17,5.88,5.67,7.22,5.43,2.57,2.19,2.33,4.43,0.71,0.36,6.43,121.38,7.17,5.88,5.67,7.22,5.43,2.57,2.19,2.33,4.43,0.71,0.36,6.43,3,8.57,145.71,5.0
Arizona Cardinals,ARI,DST,16.76,42.29,2.53,12.33,0.73,13.05,0.77,18.43,1.1,0.19,0.01,1.52,0.09,0.0,0.0,120.19,7.16,6.71,5.53,7.25,6.71,1.05,3.19,3.86,1.95,0.54,0.13,6.38,120.19,7.16,6.71,5.53,7.25,6.71,1.05,3.19,3.86,1.95,0.54,0.13,6.38,120.19,7.16,6.71,5.53,7.25,6.71,1.05,3.19,3.86,1.95,0.54,0.13,6.38,3,7.93,134.75,11.0
Green Bay Packers,GB,DST,16.76,39.48,2.35,16.62,0.99,7.76,0.46,9.48,0.57,0.19,0.01,1.9,0.11,0.0,0.0,112.29,6.69,6.83,5.55,6.78,3.9,3.1,5.1,1.19,3.48,0.39,0.27,6.26,112.29,6.69,6.83,5.55,6.78,3.95,2.86,5.24,0.48,4.24,0.4,0.35,6.35,112.29,6.69,6.83,5.55,6.78,4.1,2.14,5.86,0.33,4.33,0.39,0.36,6.35,3,8.37,142.24,7.0
Minnesota Vikings,MIN,DST,16.76,45.52,2.7,15.86,0.95,8.1,0.48,12.29,0.73,0.24,0.01,1.62,0.1,1.52,0.09,112.76,6.7,5.5,5.14,6.88,4.95,3.52,2.9,3.57,1.81,0.48,0.12,5.68,112.76,6.7,5.5,5.14,6.88,4.95,4.48,1.19,4.33,1.81,0.6,0.12,5.79,112.76,6.7,5.5,5.14,6.88,4.9,4.33,1.38,4.33,1.81,0.6,0.12,5.79,3,7.64,129.84,14.0
Philadelphia Eagles,PHI,DST,16.76,33.48,2.01,11.19,0.67,5.57,0.34,11.38,0.68,0.19,0.01,4.52,0.27,0.19,0.01,109.57,6.54,5.31,6.69,6.32,7.0,2.38,1.33,3.33,2.71,0.58,0.19,5.55,109.57,6.54,5.31,6.69,6.32,7.0,1.62,2.05,3.38,2.71,0.58,0.19,5.56,109.57,6.54,5.31,6.69,6.32,7.0,2.38,1.33,3.33,2.71,0.58,0.19,5.55,3,7.83,133.14,13.0
Seattle Seahawks,SEA,DST,16.76,36.0,2.16,11.81,0.71,7.62,0.46,9.24,0.55,1.33,0.08,0.14,0.01,0.76,0.05,98.29,5.88,6.12,3.19,6.84,4.71,4.05,5.1,1.81,1.1,0.23,0.07,5.58,98.29,5.88,6.12,3.19,6.84,6.19,3.14,4.48,2.81,0.14,0.24,0.01,5.49,98.29,5.88,6.12,3.19,6.84,6.24,3.67,3.95,2.57,0.33,0.23,0.02,5.51,3,6.91,117.55,21.0
Baltimore Ravens,BAL,DST,16.76,35.1,2.1,9.38,0.56,7.43,0.45,11.0,0.67,0.38,0.02,2.38,0.15,0.19,0.01,98.9,5.94,4.88,5.11,6.1,8.33,2.05,0.71,3.95,1.71,0.55,0.12,5.17,98.9,5.94,4.88,5.11,6.1,8.33,2.05,0.71,3.95,1.71,0.55,0.12,5.17,98.9,5.94,4.88,5.11,6.1,8.33,2.05,0.71,3.95,1.71,0.55,0.12,5.17,3,6.91,117.52,22.0
Chicago Bears,CHI,DST,16.76,45.52,2.71,8.48,0.51,8.05,0.48,12.19,0.73,1.0,0.06,1.76,0.11,1.0,0.06,102.38,6.11,4.88,6.35,5.98,7.57,2.1,1.48,3.62,2.0,0.51,0.13,5.11,102.38,6.11,4.88,6.35,5.98,7.57,2.29,1.29,3.62,2.0,0.51,0.13,5.11,102.38,6.11,4.88,6.35,5.98,7.57,2.29,2.05,2.86,2.0,0.41,0.13,5.02,3,7.49,127.32,16.0
Cleveland Browns,CLE,DST,16.76,41.81,2.49,12.67,0.75,6.76,0.4,12.76,0.77,0.38,0.02,1.95,0.12,0.0,0.0,102.05,6.09,4.98,5.89,6.07,6.86,2.19,3.71,1.1,2.9,0.31,0.21,5.09,102.05,6.09,4.98,5.89,6.07,6.86,1.81,4.1,1.1,2.9,0.31,0.21,5.09,102.05,6.09,4.98,5.89,6.07,6.86,2.19,3.67,1.14,2.9,0.32,0.21,5.09,3,7.48,127.15,17.0
Tennessee Titans,TEN,DST,16.95,38.43,2.27,15.71,0.93,6.52,0.38,10.19,0.6,0.05,0.0,3.57,0.21,0.24,0.01,112.62,6.65,3.95,6.51,6.44,8.71,0.95,1.48,2.48,3.33,0.53,0.25,5.08,112.62,6.65,3.95,6.51,6.44,8.76,1.1,1.29,2.48,3.33,0.53,0.25,5.08,112.62,6.65,3.95,6.51,6.44,8.0,1.81,1.33,2.48,3.33,0.53,0.25,5.08,3,7.44,126.5,19.0
Denver Broncos,DEN,DST,16.76,37.33,2.23,12.29,0.73,6.0,0.36,7.05,0.42,0.0,0.0,0.81,0.05,0.19,0.01,110.14,6.55,4.05,5.72,6.57,7.9,1.33,2.05,2.71,2.76,0.49,0.19,5.08,110.14,6.55,4.05,5.72,6.57,8.48,0.95,1.86,2.71,2.76,0.49,0.19,5.08,110.14,6.55,4.05,5.72,6.57,7.71,1.52,2.05,2.71,2.76,0.49,0.19,5.08,3,7.43,126.27,20.0
Cincinnati Bengals,CIN,DST,16.76,36.71,2.18,12.52,0.74,7.48,0.45,13.0,0.77,0.05,0.0,1.52,0.09,0.24,0.01,94.05,5.57,5.31,4.78,5.83,5.9,4.0,2.57,3.52,0.76,0.35,0.05,4.95,94.05,5.57,5.31,4.78,5.83,5.33,5.33,1.81,3.52,0.76,0.35,0.05,4.95,94.05,5.57,5.31,4.78,5.83,5.9,4.57,1.95,3.57,0.76,0.36,0.05,4.95,3,6.21,105.56,29.0
Washington Commanders,WAS,DST,16.76,40.1,2.4,12.05,0.72,7.1,0.42,10.05,0.6,0.19,0.01,2.1,0.13,0.81,0.05,98.76,5.91,4.9,5.56,5.97,5.81,4.0,3.95,0.48,2.52,0.26,0.19,4.9,98.76,5.91,4.9,5.56,5.97,5.81,4.57,3.38,0.67,2.33,0.26,0.17,4.88,98.76,5.91,4.9,5.56,5.97,5.81,4.0,3.95,0.48,2.52,0.26,0.19,4.9,3,6.58,111.83,23.0
Carolina Panthers,CAR,DST,16.76,37.76,2.25,8.86,0.53,8.52,0.51,11.24,0.67,0.86,0.05,0.62,0.04,0.76,0.05,91.19,5.45,4.55,5.4,5.56,7.48,2.0,2.48,4.1,0.71,0.4,0.05,4.6,91.19,5.45,4.55,5.4,5.56,7.48,1.76,3.48,3.33,0.71,0.32,0.05,4.51,91.19,5.45,4.55,5.4,5.56,7.48,2.19,2.29,4.1,0.71,0.4,0.05,4.6,3,7.44,126.51,18.0
New York Giants,NYG,DST,16.76,35.24,2.11,14.0,0.83,7.71,0.46,10.48,0.63,0.81,0.05,1.24,0.07,0.0,0.0,89.24,5.34,4.21,5.14,5.52,8.95,3.1,0.95,1.62,2.14,0.32,0.15,4.48,89.24,5.34,4.21,5.14,5.52,8.95,2.14,1.9,1.57,2.19,0.32,0.15,4.48,89.24,5.34,4.21,5.14,5.52,8.76,3.1,1.14,0.86,2.9,0.32,0.21,4.55,3,6.36,108.19,27.0
Houston Texans,HOU,DST,16.76,32.33,1.93,14.1,0.83,7.71,0.46,13.81,0.82,0.76,0.05,1.05,0.06,0.76,0.05,79.33,4.72,4.52,5.48,4.77,8.33,3.0,1.76,1.86,1.81,0.28,0.12,4.24,79.33,4.72,4.52,5.48,4.77,8.52,3.0,1.62,1.81,1.81,0.28,0.12,4.24,79.33,4.72,4.52,5.48,4.77,8.52,3.0,1.62,1.81,1.81,0.28,0.12,4.24,3,6.49,110.33,25.0
Los Angeles Chargers,LAC,DST,16.76,33.24,1.98,11.19,0.67,9.1,0.54,14.9,0.88,0.19,0.01,1.14,0.07,0.81,0.05,77.76,4.64,3.98,5.3,4.79,9.38,2.9,1.29,1.62,1.57,0.23,0.1,3.96,77.76,4.64,3.98,5.3,4.79,9.43,2.14,2.05,2.33,0.81,0.23,0.05,3.88,77.76,4.64,3.98,5.3,4.79,8.62,3.52,1.48,1.57,1.57,0.23,0.1,3.95,3,6.39,108.63,26.0
New York Jets,NYJ,DST,16.76,32.71,1.95,7.81,0.47,7.48,0.45,12.76,0.77,0.29,0.02,1.19,0.07,0.81,0.05,63.29,3.79,3.5,4.08,4.12,11.33,0.71,1.95,2.52,0.24,0.21,0.02,3.35,63.29,3.79,3.5,4.08,4.12,10.52,1.14,2.33,2.52,0.24,0.21,0.02,3.35,63.29,3.79,3.5,4.08,4.12,11.33,0.52,2.14,2.52,0.24,0.21,0.02,3.35,3,6.5,110.42,24.0
Las Vegas Raiders,LV,DST,16.76,32.19,1.91,6.9,0.41,8.1,0.48,8.76,0.52,0.76,0.05,0.1,0.01,0.0,0.0,61.05,3.63,3.67,3.98,4.03,10.0,3.71,1.57,0.48,1.0,0.1,0.06,3.3,61.05,3.63,3.67,3.98,4.03,9.95,4.52,0.81,0.43,1.05,0.1,0.07,3.31,61.05,3.63,3.67,3.98,4.03,10.0,2.76,2.52,0.48,1.0,0.1,0.06,3.3,3,4.42,75.11,32.0
Atlanta Falcons,ATL,DST,16.76,20.57,1.24,12.0,0.72,8.19,0.49,11.48,0.69,0.76,0.05,1.81,0.11,0.05,0.0,67.9,4.06,3.12,4.51,4.35,8.76,3.86,2.9,0.14,1.1,0.09,0.07,3.2,67.9,4.06,3.12,4.51,4.35,8.76,4.81,1.95,0.14,1.1,0.09,0.07,3.2,67.9,4.06,3.12,4.51,4.35,8.76,3.67,3.1,0.14,1.1,0.09,0.07,3.2,3,4.7,79.91,31.0
Detroit Lions,DET,DST,16.76,28.76,1.71,10.05,0.6,7.57,0.45,11.86,0.71,0.19,0.01,0.05,0.0,0.29,0.02,54.57,3.25,3.79,4.14,3.53,8.71,2.62,3.76,1.67,0.0,0.11,0.0,3.08,54.57,3.25,3.79,4.14,3.53,8.71,2.62,3.81,1.62,0.0,0.11,0.0,3.07,54.57,3.25,3.79,4.14,3.53,8.71,2.62,3.81,1.62,0.0,0.11,0.0,3.07,3,6.16,104.77,30.0
Jacksonville Jaguars,JAC,DST,16.76,30.05,1.79,8.1,0.48,2.9,0.18,6.71,0.4,0.0,0.0,1.05,0.06,1.14,0.07,63.95,3.82,2.17,5.26,3.91,11.1,1.76,1.05,0.95,1.9,0.2,0.13,2.88,63.95,3.82,2.17,5.26,3.91,11.05,1.62,1.24,0.95,1.9,0.2,0.13,2.88,63.95,3.82,2.17,5.26,3.91,11.29,1.57,1.05,0.95,1.9,0.2,0.13,2.88,3,6.36,108.04,28.0
