Player,TEAM,POS,DPCHT,G,FG,FG_mean,FGA,FGA_mean,FG_PCT,LG,LG_mean,FG_10_19,FG_10_19_mean,FG_20_29,FG_20_29_mean,FG_30_39,FG_30_39_mean,FG_40_49,FG_40_49_mean,FG_50,FG_50_mean,XP,XP_mean,XPA,XPA_mean,XP_PCT,OPP,OPP_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Jason Myers,SEA,K,1.0,16.47,20.47,1.25,24.37,1.48,0.84,55.74,30.63,0.0,0.0,2.84,0.17,8.79,0.54,6.37,0.39,2.47,0.15,44.74,2.72,48.26,2.93,0.93,121.37,7.38,1.0,117.47,7.16,7.26,3.52,6.57,7.05,2.84,3.37,2.32,0.89,0.29,0.06,6.7,117.47,7.16,7.26,3.52,6.57,7.26,3.11,2.89,2.53,0.68,0.29,0.04,6.68,117.47,7.16,7.26,3.52,6.57,7.47,2.89,2.42,2.79,0.89,0.32,0.06,6.74,3,6.42,109.12,24.0
Jake Elliott,PHI,K,1.0,16.47,23.26,1.4,27.11,1.64,0.84,55.68,31.42,0.0,0.0,5.11,0.31,8.32,0.5,7.37,0.44,2.47,0.15,35.79,2.16,36.84,2.22,0.96,118.16,7.14,1.0,117.68,7.09,6.95,4.24,6.16,8.63,1.95,2.58,0.89,2.42,0.27,0.18,6.52,117.68,7.09,6.95,4.24,6.16,8.53,2.05,1.89,1.58,2.42,0.35,0.18,6.6,117.68,7.09,6.95,4.24,6.16,8.42,2.16,2.37,1.11,2.42,0.29,0.18,6.54,3,6.91,117.4,18.0
Cairo Santos,CHI,K,1.0,14.16,22.63,1.49,26.21,1.84,0.8,50.79,32.28,0.0,0.0,7.58,0.46,5.74,0.38,8.47,0.57,0.84,0.08,26.68,1.97,27.47,2.02,0.97,106.11,7.55,0.94,104.74,7.15,7.26,4.3,6.23,6.0,2.11,2.21,2.21,1.63,0.36,0.15,6.46,104.74,7.15,7.26,4.3,6.23,6.11,2.0,2.68,1.74,1.63,0.3,0.15,6.41,104.74,7.15,7.26,4.3,6.23,6.32,1.79,2.21,2.21,1.63,0.36,0.15,6.46,3,7.04,119.7,15.0
Dan Bailey,FA,K,0.0,16.0,19.8,1.24,24.8,1.55,0.78,51.8,25.84,0.0,0.0,7.6,0.48,5.4,0.34,4.4,0.27,2.4,0.15,38.2,2.39,43.4,2.71,0.88,117.8,7.36,1.0,106.8,6.67,6.3,3.95,5.89,7.6,3.4,1.4,2.0,1.6,0.32,0.13,6.17,106.8,6.67,6.3,3.95,5.89,7.2,3.2,2.0,2.0,1.6,0.32,0.13,6.17,106.8,6.67,6.3,3.95,5.89,7.2,3.6,1.6,2.0,1.6,0.32,0.13,6.17,3,4.59,78.05,36.0
Ka'imi Fairbairn,HOU,K,1.0,14.58,19.84,1.34,24.05,1.63,0.82,57.32,28.79,0.0,0.0,5.47,0.37,6.89,0.46,3.68,0.24,3.79,0.27,26.26,1.73,29.68,1.96,0.86,101.84,6.87,1.0,97.05,6.53,6.11,4.58,5.59,7.32,1.05,2.0,2.37,1.84,0.43,0.14,6.05,97.05,6.53,6.11,4.58,5.59,6.79,1.89,1.68,2.58,1.63,0.43,0.13,6.03,97.05,6.53,6.11,4.58,5.59,7.32,1.37,1.68,2.37,1.84,0.43,0.14,6.05,3,6.17,104.94,26.0
Stephen Gostkowski,FA,K,0.0,10.6,13.6,1.42,18.8,1.84,0.77,49.4,30.98,0.0,0.0,2.0,0.28,3.6,0.46,3.4,0.3,4.2,0.28,32.0,2.94,34.8,3.42,0.87,91.2,8.94,0.86,83.4,7.76,6.8,5.94,6.21,4.4,2.2,1.2,1.8,1.0,0.35,0.17,5.81,83.4,7.76,6.8,5.94,6.21,4.4,2.2,1.2,1.8,1.0,0.35,0.17,5.81,83.4,7.76,6.8,5.94,6.21,4.0,2.6,1.2,1.8,1.0,0.35,0.17,5.81,3,4.6,78.13,35.0
Eddy Pineiro,CAR,K,1.0,8.38,12.62,1.55,14.15,1.65,0.94,51.62,38.23,0.31,0.02,3.85,0.43,4.15,0.45,3.0,0.47,1.31,0.18,14.54,1.77,15.85,1.94,0.91,58.31,6.88,0.81,58.0,7.24,7.54,2.67,7.22,3.54,2.23,1.38,0.62,0.62,0.1,0.04,5.42,58.0,7.24,7.54,2.67,7.22,3.54,2.23,0.69,1.31,0.62,0.27,0.04,5.58,58.0,7.24,7.54,2.67,7.22,3.85,1.92,1.38,0.62,0.62,0.1,0.04,5.42,3,4.44,75.46,37.0
Sam Ficken,FA,K,0.0,11.4,15.4,1.37,19.8,1.72,0.8,54.0,25.96,0.0,0.0,3.8,0.39,6.4,0.59,3.4,0.25,1.8,0.15,16.4,1.41,19.4,1.69,0.83,78.8,6.85,0.96,69.6,6.08,5.4,5.36,5.0,6.8,0.4,1.0,1.8,1.4,0.37,0.13,5.26,69.6,6.08,5.4,5.36,5.0,6.4,1.4,0.4,1.0,2.2,0.37,0.22,5.35,69.6,6.08,5.4,5.36,5.0,6.4,1.4,0.4,1.8,1.4,0.37,0.13,5.26,3,3.86,65.57,39.0
Graham Gano,NYG,K,1.0,13.32,23.53,1.42,25.74,1.55,0.72,43.42,28.0,0.0,0.0,3.63,0.22,9.79,0.59,5.21,0.31,4.89,0.29,14.68,0.89,15.32,0.93,0.76,92.53,5.58,0.85,100.26,6.05,5.21,4.22,4.98,6.37,2.37,0.95,1.42,2.21,0.3,0.17,5.22,100.26,6.05,5.21,4.22,4.98,6.37,2.37,0.95,1.42,2.21,0.3,0.17,5.22,100.26,6.05,5.21,4.22,4.98,6.05,2.68,0.95,1.42,2.21,0.3,0.17,5.22,3,8.24,140.12,2.0
Matt Ammendola,FA,K,0.0,11.0,13.0,1.18,19.0,1.73,0.68,49.0,26.18,0.0,0.0,5.0,0.45,6.0,0.55,2.0,0.18,0.0,0.0,14.0,1.27,15.0,1.36,0.93,72.0,6.55,1.0,55.0,5.0,6.0,3.19,4.67,7.0,3.0,1.0,0.0,0.0,0.0,0.0,4.92,55.0,5.0,6.0,3.19,4.67,7.0,3.0,1.0,0.0,0.0,0.0,0.0,4.92,55.0,5.0,6.0,3.19,4.67,7.0,3.0,1.0,0.0,0.0,0.0,0.0,4.92,1,3.71,62.99,40.0
Chase McLaughlin,TB,K,1.0,11.16,12.16,1.11,16.37,1.46,0.75,53.95,28.31,0.21,0.02,2.79,0.26,3.05,0.27,3.26,0.29,2.84,0.25,24.11,1.96,24.89,2.06,0.93,74.0,6.44,0.89,69.53,6.07,5.08,4.13,5.34,5.84,1.84,1.16,1.63,0.68,0.35,0.05,4.8,69.53,6.07,5.08,4.13,5.34,5.84,1.63,1.37,1.42,0.89,0.35,0.08,4.83,69.53,6.07,5.08,4.13,5.34,5.84,1.63,1.37,1.63,0.68,0.35,0.05,4.8,3,6.6,112.2,22.0
Austin Seibert,WAS,K,2.0,7.79,11.89,1.5,14.63,1.9,0.79,50.95,32.65,0.0,0.0,1.26,0.08,5.37,0.75,4.58,0.57,0.68,0.09,11.21,1.29,12.58,1.42,0.94,56.47,7.11,0.81,52.84,6.55,5.26,5.35,5.41,3.89,0.84,0.74,1.11,1.21,0.41,0.2,4.72,52.84,6.55,5.26,5.35,5.41,3.89,0.84,0.74,0.89,1.42,0.41,0.22,4.75,52.84,6.55,5.26,5.35,5.41,4.11,0.63,0.74,1.11,1.21,0.41,0.2,4.72,3,7.51,127.59,8.0
Mike Nugent,FA,K,0.0,4.4,6.2,1.45,8.0,1.84,0.78,40.6,26.0,0.0,0.0,1.8,0.39,3.2,0.76,1.2,0.3,0.0,0.0,10.2,2.25,10.6,2.33,0.98,34.6,7.85,0.68,30.0,6.9,7.3,4.69,5.86,1.4,1.0,1.4,0.0,0.6,0.2,0.2,4.41,30.0,6.9,7.3,4.69,5.86,1.4,1.0,1.4,0.0,0.6,0.2,0.2,4.41,30.0,6.9,7.3,4.69,5.86,1.4,1.0,1.4,0.0,0.6,0.2,0.2,4.41,3,0.0,0.0,49.5
Matthew Wright,TEN,K,2.0,9.6,14.2,1.43,16.0,1.56,0.93,52.0,27.35,0.0,0.0,4.6,0.43,4.6,0.43,2.6,0.39,2.4,0.17,10.6,1.49,11.8,1.57,0.92,59.8,6.26,0.82,60.6,6.53,4.7,4.89,5.5,6.2,0.0,0.6,1.6,1.2,0.44,0.1,4.37,60.6,6.53,4.7,4.89,5.5,6.2,0.0,0.6,1.6,1.2,0.44,0.1,4.37,60.6,6.53,4.7,4.89,5.5,6.2,0.0,0.6,1.6,1.2,0.44,0.1,4.37,2,6.66,113.2,20.0
Kai Forbath,LAR,K,1.0,3.2,5.6,1.48,6.2,1.78,0.8,33.8,27.4,0.0,0.0,2.0,0.76,0.4,0.08,2.8,0.56,0.4,0.08,6.8,2.08,7.8,2.46,0.85,26.4,7.8,0.55,27.2,7.24,7.4,3.46,6.09,2.0,0.0,0.0,0.4,0.8,0.6,0.27,4.26,27.2,7.24,7.4,3.46,6.09,2.0,0.0,0.0,0.4,0.8,0.6,0.27,4.26,27.2,7.24,7.4,3.46,6.09,2.0,0.0,0.0,0.4,0.8,0.6,0.27,4.26,3,0.0,0.0,49.5
Brian Johnson,FA,K,0.0,8.0,10.0,1.25,10.0,1.25,1.0,52.0,26.25,0.0,0.0,5.0,0.62,3.0,0.38,1.0,0.12,1.0,0.12,9.0,1.12,13.0,1.62,0.69,43.0,5.38,0.88,42.0,5.25,5.5,4.2,4.58,5.0,1.0,1.0,1.0,0.0,0.14,0.0,4.21,42.0,5.25,5.5,4.2,4.58,5.0,1.0,1.0,1.0,0.0,0.14,0.0,4.21,42.0,5.25,5.5,4.2,4.58,5.0,1.0,1.0,1.0,0.0,0.14,0.0,4.21,1,0.0,0.0,49.5
Aldrick Rosas,FA,K,0.0,7.63,6.0,0.77,9.42,1.27,0.57,47.37,21.44,0.0,0.0,2.21,0.24,1.68,0.17,1.16,0.2,0.95,0.16,16.84,2.26,17.68,2.31,0.98,45.95,6.14,0.8,37.89,5.08,4.58,3.54,4.62,5.68,0.42,1.0,0.21,0.32,0.08,0.06,3.59,37.89,5.08,4.58,3.54,4.62,6.11,0.0,1.0,0.0,0.53,0.08,0.08,3.61,37.89,5.08,4.58,3.54,4.62,5.58,0.53,1.0,0.21,0.32,0.08,0.06,3.59,3,0.0,0.0,49.5
Josh Lambo,FA,K,0.0,6.05,8.53,0.83,10.16,1.31,0.52,30.42,19.43,0.0,0.0,2.53,0.16,2.53,0.28,2.0,0.18,1.47,0.21,8.89,1.67,10.68,2.16,0.79,41.16,6.1,0.68,39.42,4.77,4.63,2.91,4.37,2.89,0.63,1.16,0.53,0.84,0.2,0.07,3.47,39.42,4.77,4.63,2.91,4.37,2.89,0.63,1.16,0.74,0.63,0.2,0.05,3.44,39.42,4.77,4.63,2.91,4.37,2.58,0.95,1.16,0.53,0.84,0.2,0.07,3.47,3,0.0,0.0,49.5
Lirim Hajrullahu,FA,K,0.0,4.0,4.0,1.0,5.0,1.25,0.8,35.0,24.0,0.0,0.0,2.0,0.5,2.0,0.5,0.0,0.0,0.0,0.0,8.0,2.0,8.0,2.0,1.0,23.0,5.75,0.65,20.0,5.0,5.0,0.82,6.57,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,20.0,5.0,5.0,0.82,6.57,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,20.0,5.0,5.0,0.82,6.57,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,1,0.0,0.0,49.5
Cody Parkey,FA,K,0.0,6.05,6.63,0.56,7.58,0.62,0.48,25.26,14.69,0.0,0.0,1.58,0.1,1.26,0.09,3.58,0.32,0.21,0.05,16.05,2.59,18.47,3.67,0.75,41.21,5.54,0.59,39.95,4.68,4.26,2.39,2.84,3.0,0.95,0.32,1.47,0.32,0.23,0.02,2.64,39.95,4.68,4.26,2.39,2.84,3.11,0.84,0.32,1.26,0.53,0.23,0.09,2.7,39.95,4.68,4.26,2.39,2.84,3.11,0.84,0.32,1.47,0.32,0.23,0.02,2.64,3,0.0,0.0,49.5
Chris Blewitt,FA,K,0.0,2.0,2.0,1.0,5.0,2.5,0.4,52.0,48.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,2.0,1.0,2.0,1.0,1.0,17.0,8.5,0.44,11.0,5.5,5.5,0.71,7.49,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,11.0,5.5,5.5,0.71,7.49,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,11.0,5.5,5.5,0.71,7.49,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,1,0.0,0.0,49.5
Stephen Hauschka,FA,K,0.0,7.0,8.8,0.55,12.4,1.9,0.32,20.4,12.5,0.0,0.0,2.0,0.12,2.8,0.18,3.2,0.2,0.4,0.02,13.2,1.95,14.0,2.0,0.98,51.2,7.7,0.57,42.4,3.78,3.6,1.66,2.25,4.2,0.4,1.2,0.4,0.8,0.09,0.06,2.35,42.4,3.78,3.6,1.66,2.25,3.8,0.8,1.2,0.4,0.8,0.09,0.06,2.35,42.4,3.78,3.6,1.66,2.25,3.4,1.2,1.2,0.4,0.8,0.09,0.06,2.35,3,6.5,110.58,23.0
Tristan Vizcaino,FA,K,0.0,4.0,4.8,1.8,5.4,1.9,0.92,46.4,29.1,0.0,0.0,1.8,0.3,2.0,1.0,1.0,0.5,0.0,0.0,6.8,1.8,9.8,2.3,0.8,26.0,8.0,0.58,22.2,7.7,7.2,2.16,2.63,2.4,0.0,1.2,0.4,0.0,0.4,0.0,1.86,22.2,7.7,7.2,2.16,2.63,2.4,0.6,0.0,1.0,0.0,0.52,0.0,1.98,22.2,7.7,7.2,2.16,2.63,2.4,0.6,0.6,0.4,0.0,0.4,0.0,1.86,2,0.0,0.0,49.5
Ryan Santoso,FA,K,0.0,3.69,2.77,0.69,3.46,0.87,0.55,24.23,14.54,0.0,0.0,2.08,0.52,0.69,0.17,0.0,0.0,0.0,0.0,4.15,1.04,5.54,1.38,0.52,15.92,3.98,0.62,12.46,3.12,3.12,1.44,3.24,3.0,0.69,0.0,0.0,0.0,0.0,0.0,1.9,12.46,3.12,3.12,1.44,3.24,3.0,0.69,0.0,0.0,0.0,0.0,0.0,1.9,12.46,3.12,3.12,1.44,3.24,3.0,0.69,0.0,0.0,0.0,0.0,0.0,1.9,3,0.0,0.0,49.5
Elliott Fry,FA,K,0.0,2.2,2.8,1.2,3.4,1.4,0.88,35.6,25.2,0.0,0.0,0.4,0.4,1.8,0.6,0.6,0.2,0.0,0.0,2.8,1.2,3.8,1.8,0.68,14.0,6.0,0.45,11.8,5.0,4.0,4.0,2.65,1.6,0.0,0.0,0.0,0.6,0.3,0.3,1.74,11.8,5.0,4.0,4.0,2.65,1.6,0.0,0.0,0.0,0.6,0.3,0.3,1.74,11.8,5.0,4.0,4.0,2.65,1.6,0.0,0.0,0.0,0.6,0.3,0.3,1.74,2,0.0,0.0,49.5
Ty Long,FA,K,0.0,15.53,1.47,0.09,1.89,0.12,0.16,10.74,2.28,0.0,0.0,0.0,0.0,0.42,0.03,0.84,0.05,0.21,0.01,1.89,0.12,1.89,0.12,0.21,7.58,0.47,1.0,6.69,0.42,0.0,1.2,0.33,14.89,0.21,0.21,0.0,0.21,0.01,0.01,0.22,6.69,0.42,0.0,1.2,0.33,14.89,0.21,0.21,0.0,0.21,0.01,0.01,0.22,6.69,0.42,0.0,1.2,0.33,14.89,0.21,0.21,0.0,0.21,0.01,0.01,0.22,3,0.0,0.0,49.5
Alex Kessman,FA,K,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,49.5
Dominik Eberle,FA,K,0.0,1.0,2.0,2.0,3.0,3.0,0.67,51.0,51.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,14.0,14.0,0.28,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,0.0,0.0,49.5
Cameron Nizialek,FA,K,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,49.5
Chris Naggar,FA,K,0.0,1.0,1.0,1.0,1.0,1.0,1.0,37.0,37.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.5,5.0,5.0,0.28,4.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,49.5
JJ Molson,FA,K,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,49.5
Michael Palardy,ARI,K,2.0,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,49.5
